id,title,seo_url,submitdate,budget_minimum,budget_maximum,currency_code,currency_exchange_rate,bid_stats_bid_count,bid_stats_bid_avg,budget_maximum_usd,budget_minimum_usd,description
37863629,Advanced Flet & FastAPI Python Tutorial -VIDEO,python/Advanced-Flet-FastAPI-Python-Tutorial,2024-03-11 03:17:16,30.0,250.0,USD,1.0,35,171.85714285714286,250.0,30.0,"I'm looking for a Python pro to create an insightful, in-depth, and highly engaging video tutorial. This should focus exclusively on the Python-based Flet and FastApi libraries with Postgresql. A simple noteapp with the right folder structure...

Key Requirements:
I would like to understand how to use both technologies with a simple Note Api (restful api) where you can create a note, edit it and erase it and create also a simple registration and login.. My goal is :
1. to learn how to set up the right project structure for big applications that can scale up..(MVC pattern)
2. how to properly create endpoints and connect backend with frontend

FRONTEND:
note_api_project/
│
├── api/
│   ├── __init__.py
│   ├── routes.py          # API routes for handling notes
│   └── views.py           # Views for handling the logic of each route
│
├── models/
│   ├── __init__.py
│   └── note_model.py      # Data model for the note
│
├── services/
│   ├── __init__.py
│   └── note_service.py    # Business logic to interact with note data
│
├── utils/
│   ├── __init__.py
│   └── database.py        # Database connection and utilities
│
├── app.py                 # Main application entry point
│
└── requirements.txt  

----
BACKEND -> FASTAPI
noteapp/
│
├── backend/               # All backend related files
│   ├── db/                # Database models and session management
│   │   ├── database.py    # Database connection and session management
│   │   └── models.py      # SQLAlchemy models for Users and Notes
│   │
│   ├── schemas/           # Pydantic schemas for data validation and serialization
│   │   ├── note.py        # Schemas for Notes
│   │   └── user.py        # Schemas for User operations
│   │
│   ├── auth/              # Authentication mechanisms (JWT, OAuth, etc.)
│   │   └── auth_handler.py# Authentication utility functions
│   │
│   ├── routes/            # API routes for the application
│   │   ├── note.py        # Routes for note-related operations
│   │   └── user.py        # Routes for user-related operations
│   │
│   └── main.py            # FastAPI app instance, CORS, middleware, route inclusion
│
├── frontend/              # Flet frontend application
│   └── main.py            # Main file for Flet application logic and UI
│
├── requirements.txt       # Project dependencies
│
└── README.md              # Project documentation"
37863605,Python Trading Bot for Solana Blockchain,python/Python-Trading-Bot-for-Solana-37863605,2024-03-11 03:07:43,250.0,750.0,USD,1.0,22,539.6363636363636,750.0,250.0,"For this project I require:

* The expertise of an experienced Python developer with a comprehensive understanding of blockchain technology.

* Development of a Python-based trading bot for the Solana blockchain platform. This bot should be capable of autonomous trading and have risk management features integrated.

* The bot needs to implement Quantitative strategies algorithms and be automated, lending to your experience with these or similar algorithms would be highly advantageous.

* A deep understanding of trading strategies is essential for this position. The trading strategy and its metabolism should be in direct interaction with the blockchain, not through exchanges like Coinbase Pro or Kraken.

* An additional requirement is an understanding of integrating the developed product in an environment that is primarily dealing with the Solana blockchain platform.

*  * Anti-Rug features, Rug Protection to prevent dev liquidity pulls and if contract is a Rug then bot can detect before liquidity is pulled by devs and frontrun sell and exit position before rug is executed 

* Anti-bot Protection (Block delay, comprehensive contract open trading unlocks).

*  Liquidity detection: The bot is able to detect when the liquidity pool is created and be able to snipe trades immediately within seconds on the same block if possible. This will be the main function.

* Should scan contracts and filter out parameters in regards to rugs/scams like honeypots, if contract is freezable, liquidity not locked, has airdrops, mintable, liquidity exploits, dev exploits,  etc. and filter those out and automatically trigger good contracts and as soon as liquidity is added on those good contracts triggered then it should buy/snipe tokens immediately dealing directly with blockchain to ensure we are one of the first to snipe once liquidity is added. Need to be able to buy in whatever denomination i set that is editable by me at any point or it can trade based on wallet size. 

*  Filtering or AI processing is extremely important since 90% of newly launched tokens are scams so this function must be top tier.

*  Customized priority fee:
You can customize the priority fee in order to get transactions confirmed faster.

*  Telegram scrapping:
The bot can automatically pick the Token address from DMs and channels/groups both public or private. It also supports links.

*  WSOL Sniping:
Snipe using WSOL instead of normal SOL to accelerate your snipes. Wrap and unwrap WSOL from the same interface.

*  Take profit / Stop loss / Trailing / Timers:
Automate the selling based on multiple strategies which i can customize and select at any given time. Will need to also be able to execute via keyboard or phone  to force sell or change settings 

*  Latency checks:
Test the latency of any node with a simple ping test.

*  Text filters:
When scrapping a telegram group define text filters to choose which tokens to snipe.

*  Sniping:
Ability to snipe any token as soon as liquidity is added. Be the first to buy any coin.
Supported pools should be Raydium AMM, Jupiter, ORCA, Raydium CLMM, Flux.

*  Should be computer and mobile friendly so that I may use on my computer or Mobile device.

*  Be able to Maximize profits by exploiting positive arbitrage opportunities. Also the ability to frontrun and execute sandwiching attacks if need be. 

*  MEV Protection: 
Ability to send transactions privately and avoid getting frontrun

*  Also need ability to completely control access to the bot. So if I wish to give access to someone else for testing i can control timeframe they have access via license keys that can be auto generated and expire after any timeframe that I set. Either they can link their personal Solana wallet or have a feature where wallet can be generated. 

It would help the progress of this project immensely if you are already familiar with the underlying technology of the Solana Blockchain, and python-based trading bots. This might be a challenging project, but it's an exciting one that could potentially redefine trading strategies in the blockchain space."
37863563,Full-Stack Developer (Filipinos Only),mobile-app-development/Full-Stack-Developer-Filipinos-Only,2024-03-11 02:41:24,8.0,15.0,USD,1.0,26,13.173076923076923,15.0,8.0,"We are looking for a full stack developer who can design, develop, and maintain mobile applications using the latest technologies and best practices. You will be responsible for the entire development lifecycle, from planning and architecture to testing and deployment. You will work closely with the team to deliver high-quality products that meet the client's requirements and expectations.
In this role, you'll:
•	Design, develop, test, deploy, and maintain high-quality mobile applications for both iOS and Android platforms 
•	Develop robust and scalable web applications with a focus on clean, maintainable code
•	Collaborate with the team to translate ideas into user-friendly and functional applications
•	Ensure high performance and responsiveness to requests from the front-end
•	Identify and correct bottlenecks and fix bugs
•	Maintain code quality, organisation, and automatisation
•	Stay up-to-date with the latest trends and technologies in the mobile and web development landscape
To be successful, you'll have:
Experience/Knowledge
•	A solid experience in both mobile and full-stack web development
•	A strong understanding of the full development lifecycle (design, development, testing, deployment, maintenance)
•	Excellent problem-solving and analytical skills
•	Proven ability to work independently and as part of a collaborative team
Technical Skills
Front-End Development:
•	Proficiency in HTML, CSS, and JavaScript.
•	Experience with a front-end framework like React or Angular (a plus).
Back-End Development:
•	Knowledge of back-end languages like Python, Java, or C#.
•	Familiarity with web APIs and integration.
Mobile App Development:
•	Proficiency in mobile development frameworks like React Native or Flutter
•	Experience with mobile development tools and IDEs (Xcode, Android Studio)
Cloud Platforms:
•	Familiarity with cloud platforms (AWS, Google Cloud Platform)
Additional Skills:
•	Basic understanding of web servers
•	Testing methodologies and tools (unit testing, integration testing).
•	Familiarity with UI/UX design principles (a plus).

Ready to join and help us build something amazing? We look forward to hearing from you!"
37863505,Advanced Legal Documents Web Scraping,web-scraping/Advanced-Legal-Documents-Web-Scraping,2024-03-11 02:13:06,30.0,250.0,USD,1.0,44,166.70454545454547,250.0,30.0,"Bid on some or all. Dm message me for any questions

For the purpose of in-depth analysis, I require a skilled data acquisition specialist to develop a script for web scraping legal documents. Key data points of interest include:
- Case title
- Document date 
- Details of the lawsuit
- Analysis for legal issues 
- Case citations

Adherence to ethical guidelines and laws is necessary, thus a strong understanding of legal operation is essential. The script needs to ensure efficient data retrieval and storage. 

A high standard for accuracy and reliability will be expected in the delivered work. Candidates with hands-on experience using Beautiful Soup, Scrapy, or similar web scraping tools will find this relevant. Sufficient knowledge in legal documentation and practice is also an added advantage.

I have these other tasks that can be combined or individually parsed out. 

Project Workload Breakdown

	1.	Data Collection and Preparation
	•	Task: Web Scraping and Data Acquisition
	•	Task: PDF Text Extraction and Data Cleaning
	2.	AI Model Development
	•	Task: NLP Model Fine-Tuning for Legal Text
	•	Task: User Interaction and Feedback Loop Implementation
	3.	System Integration and Testing
	•	Task: Front-End Development for User Interface
	•	Task: Backend System and API Integration
	•	Task: System Testing and Quality Assurance
	4.	Legal and Ethical Compliance
	•	Task: Legal Review for Compliance and Ethics
	•	Task: Data Privacy and Security Measures Implementation

Task Descriptions and Job Postings

1. Web Scraping and Data Acquisition Specialist

Description: Develop a script to scrape legal documents from specified websites, adhering to legal and ethical guidelines. The specialist will ensure efficient data retrieval and storage for further processing.

Posting:

	•	Experience with web scraping tools (e.g., Beautiful Soup, Scrapy).
	•	Familiarity with legal and ethical aspects of web scraping.
	•	Ability to work with large datasets and manage data storage solutions.

2. PDF Text Extraction and Data Cleaning Expert

Description: Extract text from PDFs of legal documents and clean the data for AI processing. This involves removing irrelevant elements and ensuring the data is in a usable format.

Posting:

	•	Proficiency in Python and PDF manipulation libraries.
	•	Experience in data cleaning and preprocessing.
	•	Understanding of legal document formats and structures.

3. NLP Model Fine-Tuning Specialist (Legal Text)

Description: Fine-tune an existing NLP model to understand and analyze legal text based on the collected data, incorporating user feedback for iterative improvement.

Posting:

	•	Strong background in NLP and machine learning.
	•	Experience with transformer models and fine-tuning techniques.
	•	Knowledge of legal terminology and document analysis.

4. Front-End Developer

Description: Develop a user-friendly web interface that allows users to upload documents, receive AI-generated insights, and interact with the system for detailed analysis.

Posting:

	•	Expertise in front-end technologies (e.g., React, Vue.js).
	•	Experience in designing intuitive UI/UX for complex systems.
	•	Ability to integrate front-end with backend APIs.

5. Backend Developer and API Integration Specialist

Description: Build the backend infrastructure to support AI processing, manage user interactions, and integrate external APIs for enhanced functionality.

Posting:

	•	Proficiency in backend development languages (e.g., Python, Node.js).
	•	Experience with API development and integration.
	•	Knowledge of cloud services and database management.

6. Legal Consultant for Compliance and Ethics

Description: Review the project’s legal and ethical framework, ensuring compliance with data protection laws, copyright regulations, and ethical AI use.

Posting:

	•	Qualified legal professional with experience in tech law.
	•	Understanding of data privacy laws and AI ethics.
	•	Ability to provide actionable legal advice for project development."
37863503,Game design,game-design/Game-design-37863503,2024-03-11 02:10:21,30.0,250.0,CAD,0.741583,26,173.42307692307693,185.39575,22.24749,"I'm in search of a dedicated professional who can deliver an interactive technology solution with an emphasis on user interface design.

Key responsibilities:
-coding Java python 
- Design and implement a responsive and intuitive touch screen interface.
- Incorporate gesture recognition capabilities, enhancing user-friendly interaction.
- Include voice command support for a seamless user experience.

Ideal candidate:
- Must have substantial experience in user interface design.
- A background in creating interactive technology solutions is preferred.
- A portfolio showcasing similar projects would be impressive, but isn’t compulsory.

Please note that past experience is critical, and it will be a major determining factor in the selection process. Let's create an innovative, interactive technology experience together."
37863451,Customizable Accounting Automation - Offline/Online,accounting/Customizable-Accounting-Automation,2024-03-11 01:42:38,250.0,750.0,USD,1.0,23,412.4782608695652,750.0,250.0,"I'm looking for a skilled developer to build an offline automation system catering to account processing tasks: 

Key Tasks:
- Data entry
- Calculation of financial transactions
- Report generation
- MLM Plan Incorporation with recurring functions

Aligned to eventually be accessible online, this system will be primarily used by one administrator. I operate in the consumer industry, so related experience and understanding is advantageous. Proficiency in VBA or Python programming is paramount. Accounting knowledge is also indispensable, as well as familiarity with Multi-level Marketing (MLM) schemes. 

This project offers an opportunity to create something that could greatly enhance efficiency in consumer finance. Please bid keeping in mind the balance between quality and cost. Looking forward to your proposals."
37863242,Urgent API Integration with Python with amazon lambda,python/Urgent-API-Integration-with-Python,2024-03-10 23:46:35,30.0,250.0,USD,1.0,35,186.4857142857143,250.0,30.0,"I need someone with experience in amazon lambda and able to make an integration in 24 hours..

The workflow is the following:
External app (a payment gateway) will send a webhook to a lambda function with a transaction data, and this transaction needs to be integrated with a CRM (I provide all the documentation of the API in the attached document)"
37863134,Python flask development  -- 2,python/Python-flask-development-37863134,2024-03-10 23:06:55,30.0,250.0,USD,1.0,17,153.52941176470588,250.0,30.0,"We are seeking a talented Python Developer with expertise in Flask. The ideal candidate will have a strong background in backend development using Python and Flask framework, as well as experience with basic front-end technologies including HTML, CSS, and Javascript. Additionally, some minimal experience with the Postgres database is required.
Requirements:
•	Proficiency in Python programming language.
•	Extensive experience with Flask framework.
•	Strong understanding of basic front-end technologies including HTML, CSS, and Javascript.
•	Minimal experience with Postgres database.
•	Good understanding of software development best practices.
•	Excellent problem-solving and communication skills.
•	Ability to work independently and in a team environment.
Requirements document is attached. Also, a demo of the current status of the app is attached."
37863119,Python flask project  -- 2,python/Python-flask-project-37863119,2024-03-10 23:00:57,8.0,15.0,USD,1.0,9,13.488888888888889,15.0,8.0,"We are seeking a talented Python Developer with expertise in Flask. The ideal candidate will have a strong background in backend development using Python and Flask framework, as well as experience with basic front-end technologies including HTML, CSS, and Javascript. Additionally, some minimal experience with the Postgres database is required.
Requirements:
•	Proficiency in Python programming language.
•	Extensive experience with Flask framework.
•	Strong understanding of basic front-end technologies including HTML, CSS, and Javascript.
•	Minimal experience with Postgres database.
•	Good understanding of software development best practices.
•	Excellent problem-solving and communication skills.
•	Ability to work independently and in a team environment.
Requirements document is attached. Also, a demo of the current status of the app is attached."
37863085,Property Rental Management Web App,python/Property-Rental-Management-Web-App,2024-03-10 22:43:22,30.0,250.0,USD,1.0,42,193.21428571428572,250.0,30.0,"I wish to build a web app leveraging react and python, designed specifically for managing property rentals. Essential features include:

- User registration and login capabilities
- Property listing
- Online payment system

The app isn't anticipated to have a vast number of listings initially, so there is no requirement for a search function. Experience in both back-end and front-end development, particularly with React and Python, is crucial. Being familiar with secure online payment integration will be a great advantage. A strong portfolio with relevant projects will be highly considered."
37863017,Python Main Program Logic Refinement,python/Python-Main-Program-Logic-Refinement,2024-03-10 22:03:02,30.0,250.0,USD,1.0,32,158.09375,250.0,30.0,"I am seeking an experienced Python developer to amend the logic within my main program code, specifically the user interaction portion. 

Key Duties:
- Assess the main program code to gain an understanding of its current structure and function
- Identify areas in the user interaction logic that need refinement 
- Implement the necessary logic modifications to improve the user's interaction with the program 

Ideal Skills and Experience:
- Strong expertise in Python
- Extensive experience with user interaction logic
- Proven ability to modify and refine code logic
- Good understanding of data processing and error handling in Python
- Solid problem-solving skills with attention to detail

This project requires a professional who can adeptly navigate Python code and finesse user interactions for improved coherence and usability."
37863002,Python flask project ,python/Python-flask-project-37863002,2024-03-10 21:52:32,30.0,250.0,USD,1.0,16,137.5,250.0,30.0,"We are seeking a talented Python Developer with expertise in Flask. The ideal candidate will have a strong background in backend development using Python and Flask framework, as well as experience with basic front-end technologies including HTML, CSS, and Javascript. Additionally, some minimal experience with the Postgres database is required.
Requirements:
•	Proficiency in Python programming language.
•	Extensive experience with Flask framework.
•	Strong understanding of basic front-end technologies including HTML, CSS, and Javascript.
•	Minimal experience with Postgres database.
•	Good understanding of software development best practices.
•	Excellent problem-solving and communication skills.
•	Ability to work independently and in a team environment.
Requirements document is attached. Also, a demo of the current status of the app is attached."
